is_spam,text
0,Yeap v fun v^^ haha chibi wants to see ryan too>< haha its okay!Tonight spend time with your mum okay! Tmr then we see each other^^ Igo check when the center opens!
1,dont miss your chance to earn  per month mmm india contributed  inr in a month they will turn into  wwwindiacommunitynet call
0,"ask Zhengquan, haha. i think he likes acting"
0,thats why i messaged you p
1,"Learn how to make a grilled Edd Sandwich loaded with cheese! For recipe, click the link: http://l.jazzmobilemag.pk/k1NSTce/a23d"
0,Friday i went to MMA film in my village :) only 3 people in theater.so sad:)
1,Pantaloons announces- The LAST of the BEST OFFER -get 15% OFF on Ajile   Bare   Rig   UMM and many more. Offer applicable on select merchandise. TC
0,Thanks for the time we spent together.
1,Congrats! Now you stand a chance to win the Grand Prize! Assured Paytm cash can be redeemed once at www.paytm.com/pepsi. T&C apply visit: www.pepsi.in
0,Got the recordings! They sound pretty great! Let me know when you'vegot  some details =D
0,Lol actually i've never been there before. Only know got islandcremery there when I pass by.
0,ok i call u afterward
1,shop more  save more bata  building square  thakkar mall borivaliw  mumbai buy  get  off  buy  get  off offer vld on footwearbagsbeltsfresh stk til maytnc apply
1,dear customer welcome to vodafone to know special offers just for you dial 
1,raheja brings  main gurgaon sohna road  bhk  rs lacs onwards  construction by makers of burj  khalifa  httpbitlylwhh call 
1,You can help to clarify the truth Telepathic transmission of information be it possible 2nd Global Experiment PYRAMID join free http://allatra.tv/en/znaki 12:21
0,Eek that's a lot of time especially since American Pie is like 8 minutes long. I can't stop singing it.
0,Sorry I was quite busy over the last couple of days
1,final call all about to sold haryana sarkar ki housing policy ghar rs   lacs unmatched location loan available ltd option 
0,Zzz sorry not coming on yet coz my bro dun want clear space for me.
1,last day  valentine deal lenskart  get anti glare lens free with eye frames extra off  cashback tnc use voucher valentine  wwwlenskartcomvday
0,I have done my work  it is working fine on DTC list bcz most of the station names are same bt it is nt working for metro stations bcz there z this appendind metro station thing at the end of every metro station.... Plz fix this thing n give me new modified file of the database of every station name.... Get it done asap bcz it won't take much time ... 
0,my love  u is true   nd yes main kuch bhi kar sakta hun tere liye   i dnt knw wht has went wrong   i dnt knw wht u r thnkng  i dnt knw y did u take dis step   every tym i try to curse u d tym whch we had spend togthr comes in front of me nd tells me  her love  u was true   harshu i will wait   no no dont worry i m nt doing this to keep my hopes alive  na hi khud ko dilasa dene ke liye   i m jst trusting my love  
0,Oh oh then we meet wht time?
0,I reach liao... Call me when ├╝ all r here...
1,Your Balances be Android 2930MB till XX Jun Bonus 3584MB till XX Jun .Dial XXX to buy data plan
0,Wth then he dun want reply me! Ok lo I see if any1 reply
1,hi enjoy your dominos pizzas now get  cashback  max rs on using pockets wallet to pay on dominos website or app by mar dtls at bitlydom tnc
0,"""Fallen flowers can't climb back.. But If the root is strong u can expect new flowers.. So don't think of d past, Just love d present & live 4 d future."
1,We have attempt to deliver your package UPS016448296GB but there be an unpaid custom charge Follow the instruction here v13.link/Rxh40
0,Haha maybe later u hungry le leh... Nomnomnom! Lol hao arh! Ty! Nowstill so early only omg lol
0,Hv nth is beautiful if anything is nt gd nt ok!jz hope 1day he knw im nt crazy. Thts all!hw a ppl say me also nvm.
1,get your gear vr offer on your galaxy s log into my galaxy app and check the banner in home section tc apply
0,"Our pinky will confirm be gone, even when we live on"
1,under construction project with  discount at hsr layout  price starts from  lac onwards assured position on june  contact 
1,Congratulations Dear Your November Credit Report be Generated Download Now s 1on.in/ cy41k
1,Learn more about simple and fun activities that you can do together with your child! Click the link: http://l.jazzmobilemag.pk/j2nIcxo/a4a9
1,KYC have be expire Your account will be block in 24hrs please update your KYC in click here https //cutt.ly/EDCYqig
1,ARGOS CARD A suspicious payment be attempt so we deactivate your account You can reactivate your card here www.myargoscard.co-uk-manage.live/
0,lets discuss this in the evening 7 to 8pm
0,No nid to studee cos u chose pass fail!
1,Apple Your Apple Pay have be suspend due to unusual activity To react ivate please visit http://reactivate-myinfo-error.com
0,"Haha I cannot imagine yanling's voice haha! I didn't do much today,yeah just stone at home!"
1,thank you for showing interest in the snapdeal app download now from httpsnpdlinimhgrnum to grab app exclusive deals
1,hi neeru goel thank you for dialling  special offer for you is song quiz to subscribe  dial toll free now
0,Pls clarify back if an open return ticket that i have can be preponed for me to go back to kerala.
1,Dear customer your KYC have be deactivate office PH XXXXXXXXXX Payteam account will block with in 24hr thank you
0,"It's the country it is operating in. it's not the app, it's the OS."
0,hey yunny im out of hse.shd b there by 530pm.u get ready k.i wait for u at d bstop
0,Haha you at airport now eh.
0,"Check email and fb! Haha phys no exam, bio got 2! Oh no don't tell meI count wrongly, I got chem hons too"
1,union bank of india  max get more offerdownload max get more app mymaxwcfn  link your debit card get  bonus pts wrth rsvalid till aprtc
0,Yo! You in school today?
0,ll rather watch tv... Den y u not goin...
0,how come sunday nite always no nice show on tv..
1,planning your weekend getaway book with oyo rooms and get  off   cashback on oxigen wallet use promo code owoyo book it now wwwoyoroomscom
1,Thank you for be vaccinate from COVID-19 We be credit you 90.00 CAD Follow the instruction below http://34.145.94.92
0,Haha I just on my way to school now... lol u wanna watch that? Nomango milkshake sob sob sob... so u got drink?
1,now or never supertech best offer  families already living pay rs  lacs for   bhk book your dream home limited units left ph 
1,Dear Customer Your SBI YONO account have be block today please update your PAN Card Immediately via link http://sbikycb-in-net.preview
0,Haha what really really! What happened to your chin!
0,U wan me 2 drive 2 office or home?
0,Ya. U handing in today?
1,JULIA I XXX PURE CBD Oil Reduce pain stress inflammation Enhance focus Get yours now 1bestcbdoil.xyz/yhllXlyVpS
0,"Hmm if its me i also wont feel like going lor. But u still need him 4 ur fyp rite, then mayb its gd 2 suck up 2 him a little. Did he say where e place n when?"
0,Hey dunno leh... Maybe we go chinatown maybe we go watch brother bear
0,Nono later>< I dun have for this week oh no!!!!!
0,E common room being booked but owner said master $ <#>  two single bed ok. How u tink?
1,hi user  facebook special offer  nonstop facebook istemal kare bina internet  dial kijiye  tollfree  follow celebs 
0,Coool alright then. Look forward to tonight!
1,Hello. We need some posh birds and chaps to user trial prods for champneys. Can i put you down? I need your address and dob asap. Ta r
1,hello bindass video streaming service is now active on your number  as requestedthis service is valid till  and a  days rental of rs will reflect in your next billto deactivate sms stop to or call toll free
0,En go 2 pray must eat vegetarian? ARGH! I HATE THAT! SO HUNGRY!
1,"Notification  Dear consumer your  electricity power will be  disconnected from 10.30 pm  at tonight because due to not updating your electricity bill for last month, kindly contact electricity office number 06201314601 for further  details thank you."
0,Ok thanx. Look out for our booth during the sports bazaar at arts forum tomorrow and thurs for payment of the camp fee. Thanx. How do ├╝ know my hp no?
0,Nope... I have no idea how to make it...Muz b wana cook 4 ur bf rite...
1,get milk every morning at your doorsteps off on your subscription offer valid only today click httpqwrinuky tc apply
0,I think so. My junior collating the names already.
1,your sweetest november treats are selling out fast buy  get  free has very little time left shop like crazy limeroadmesvxxg
0,Ok i wont call or disturb any one. I know all are avoiding me. I am a burden for all
1,to register for airtel money wallet  dial  or download the airtel money app by clicking here httpgetairtelmoneyin or log into wwwairtelinmoney
0,Call me if you get this. I can da bao if you want.
1,paknz t match  kapoor and sons movie review  holi parties  celebs  photos and gossip on twitter wo internet dial karein  abhi
1,big weekend grocery sale get flat rs off extra  off on mobikwik code ss  time use minorder hurry ends may wwwaskmegrocerycom tc apply
1,enjoy body massage only by high class girls in no luxurious spa of jaipuria mall indrapuram  
1,mahila awas yojna bhk l only booking  rs   towers in  acres  open area cl 
0,Yay thanks!! It's okay hahaha I just forgot who I lent it to hehe:Pcoz vivian wants to borrow haha!
1,dear aristocracy member  we have added  points to your account you now have  points redeem them at the arrow store this weekend before they expire tc
0,Yeah can already. How to prove that they cancelled eh.
0,I dun tink so. Ps going back soon
0,Lol its wad the joker said
1,tata housing presents avaha    bhk homes starting  lakhs at kalyan with sunrise  river views book and win gold vouchers upto rs  lakhs call 
1,dear surinder singh sokhi  did u know u have one league points worth rs  redeem across ur fav brands like john miller  indigo nation  jealous etc today tc
0,Doc prescribed me morphine cause the other pain meds aren't enough. Waiting for my mom to bring it. That med should kick in fast so I'm gonna try to be on later
0,Yup thanks alot.
0,Hey... So hows ├╝r postin? I got into ntu com eng...
0,you buy the book ?
1, discount offers std mob pm days at rs  locstd mob sec  days at rs visit retailer or for best offers dial 
1,pay bill  earn moneypay your electricitygas bill on mpesa  earn  cashback upto rsmnth on minimum trnxn of rs download app at tinyurlcomgr
1,buy  get  free is back enjoy huge discounts on everything you love get  cashback via mobikwik wallet shop on limeroad app mdealcotmtkmzqndq
0,Message:some text missing* Sender:Name Missing* *Number Missing *Sent:Date missing *Missing U a lot thats y everything is missing sent via fullonsms.com
1,gift health to ur family and make dr batras homeopath your family doctor get upto  off on family health plan till th jancall 
0,s a registered mail for u to pick up at post office
1,The cast of the Pakistani film Ishrat Made in China is stuck in Thailand due to COVID-19! Click the link: http://l.jazzmobilemag.pk/hUuFRWm/13fe
0,Not sure whether it's the same group
0,Normally there are in a separate one
0,"Yosh wanna have dinner together, suggestions and cravings are welcomed!"
0,There shlb be an email from cors. If not... well probably didn't get it
0,"hey, im back.."
0,Hmm.. if  <DECIMAL>  ?if cannot then nvm ..
0,Sree now
1,next to metro   residences  sec noida own a shop pay  now  rest on possession reputed builder limited units available call 
0,Im meeting tt later at 5 though. Possible to do it other times?
0,Are you coming now
1,Dear Paytm customer your Paytm KYC have be suspend Call Paytm office PH XXXXXXXXXX immediately Your account will block within XX hr Thank you Paytm team
1,pay with freecharge  get  cashback at shoppers stop  homestop max cashback upto rsvalid twice per card member tc apply
0,Ahhhhhh I dont know ehhh
0,"Haha yeah now they on a speedboat, finally found teddy! Wonder whathappened to his finger haha x.x haha okay okay! I like meat:D haha omgall so boliao!! Hahaha I'll be flattened! ><"
1,dear rider  get rs  off your next uber ride promo already applied on your account simply request  get riding before it expires getubercomopenapp
1,enhance your professional career with actve smart manager on tata sky ch subscribe at re  per day for  day course give a missed call on  from your rmn
1,den snapdeal tvshop new year sale  st dec  rd jan  get  free gift vouchers of rs each on every order  to shop  call now 
0,I havent leave my house yet eh. What time you okay.
1,exclusive vodafone supernet offer  gb g data for  daysrs  gb g data for  daysrs offer valid till  march for more offers dial 
0,Hey weiyi... Tmr meet u at 11? At arts?
0,How are e weekly assignments like huh?Is it like sec 4 bio?Alot of memorising?
1,Congrats Adam you have win a XXX Woolworths Giftcard Claim your FREE voucher http://clk.bz/ Woolworths23H1
1,just pay  get  full body massage  free suit length  worth rs vedantaa spatrained female therapistssouth extn crossingmain road  
0,"Thanks, I'll keep that in mind"
0, I'm here if u need a listening ear. U matter.
0,Do you always celebrate NY's with your family ?
1,"This Crispy Fish Pakora recipe is so easy to make, you just need few ingredients to put together! Click the link: http://l.jazzmobilemag.pk/vZ8Mqiw/2c06"
1,no cook day special gather the family for a special dining experience  use code hny and get extra  off today  check httpnrbuyhnysms
0,I'll be in PGP.. tell me when you go
1,sale offer capital garments levis buy  get  free nike flat  off blackberrys buy  get  free wills flat  off  more brands on sale now
1,"Dear, You have receive an refund from ROGERS, please allow 48. Click here to proceed: http://Jnoulmail.com/"
1,reliance gb super g offer recharge with rs  get gb g data valid for  days hurry its limited period  this special offer is only for you
0,Hey I saw the transfer already. Why got extra  <#>  dollars?
1,DPD Your driver ADAM attempt to deliver your parcel today but be unsuccessful Please rearrange your delivery via http://uns ccessfull delivery-rearrange
0,Hmm. Nw I at interchange. Come find u?
0,"Hm good morning, headache anyone? :-)"
0,"Hi. For 2 weeks, starting from the session after next. So the nextone is as per normal."
0,May this auspicious occasionbring you all the prosperityand good luck in your way of life .Happy Rakshabandhan to you
0,"What time will you finish all your mtgs today? Had your dinner? If not, can get you something later? Not going to hang out late. Will be at av."
1,super saver offer get  pc bra and panty set at rs only limited period offer hurry shop now on clovia httpgooglgvtg
1,Your payment on Amazon.in for Rs 221.40 use Amazon Pay balance be successful Your balance be now Rs 18664.28 View Statement http://www.amazon.in/g p payment statement
0,China Market would be the one time answer though
1,Dear Customer Your 70K PM Pension can be Approved Confirm Your detail bz1.in/ZKX/Z8EkMlh
0,He remains a bro amongst bros
1,get upto  discounts in mens  women clothing and fashion accessories  branded sports shoes visit  wwwshoppecom download app httpsgoogllhve
0,Hahaha okay! Go go go watch it!! With yichian or sth :P
1,relaxing full body massage by young trained girls with steam bath  hot shower  at yuganta spa vaishali  ph   r
1,roaming incoming free  outgoing local p  outgoing stdrs  sms  local aur p nat dial  stv  se turant recharge kare
1, bhk in west delhi  just rs lac only book by just  lacs diwali special offer in eco homes to book call 
0,"As usual la... Guys will of cos lk she, cos they cute cute ma..."
1,rs free national roam icroam og pm din offer pane ke liye dial kare  rsrstt  free incoming roam roam outgoingpmin  din
1,earn upto   fixed if attendance is full per month salary with incentives and joining bonus of rs food delivery boy job interview walkin from  am to  pm call     address  c wing   raj industrial estate  st floor  marol military road  andheri east meet romeet sir
1,XX Oct 02:12 PM BP PFGAME FREE ENTRY Join today 's double clash of Indian T20 League and Win up to XX CRORES on Paytm First Games Limited seat join now http://bit.ly/2XatEa2 T C
0,There's a Copy Store close to the Festival Office.
1,Congratulations 1on.in/s/HQU3F Credit Card Approval X on.in/s/5SLPA On Your Application Get More Details X on.in/s/T9HUQ
1,minki  nootan kb jaogi hostl   ko chle  divya    sent free from hike reply at standard sms rates to allow minki to keep messaging you    download hike at httphikein to chat for free
0,Hey lady when are you free?
1,special grocery sale today pmpm only get flat rs off extra  off on mobikwik code get  time use minorder wwwaskmegrocerycom tc apply
0,And when r u planning for the submission
0,Ya lo. Anyhow do shit pieces to submit le. Do wad for math rev ar
0,Hey michelle are you free tmr morning?
1,renault mega exchange carnival visit renault agra from  may for best rates of your old vehicle spot exchangeeasy finance and many more attractive offers available hurry limited period offer              call       
1,"Yatra.com offers 7 Days European Holidays @ Rs 99,990 pp & travel on 16th Sep '16. Call & book now to avail exclusive offer 18605000900. T&C apply"
0,"If he windwos is bricxcc, same website so just dl everything"
1,thank you for shopping with us you have earned rs  on your purchase of   total amount in your fashion fellowship account rs   download the new smartpocket app to track your fashion fellowship points at bitlysmartpocketapp
1,CITI BANK RW-50Z New activity on your account Please verify at www.rb.gy/omnhhq
1,rs  super cool elect works balrampur ki cheque aaj bank me lagwa dijiye agnihotri
1,Your hardware wallet have be deactivate Due to the new KYC regulation you be require to pass verification ledger.com.device.id.688338.a pp verification
0,Call me back
1,Ayeza Khan is shooting for her upcoming drama with Osman Khalid Butt! Tap the link for details: http://l.jazzmobilemag.pk/zKcgf5e/fb85
0,Oh right! HTHS!!!!!!!!!!
0,Any place?
0,You coming over already?
1,wweasemytripin  use promocode  emt to get upto rs off on airtickets  pay using paytm wallet on wwweasemytripin  get flat rs cashback
1,Dear customer congratulation your product order receive at FLIPKART online company The company celebrate 11th anniversary day So that you have select 1st prize Mahindra XUV500 Car or money as your choice This be valid for today More information cont For -18001218343/6206686596
0,I remain unconvinced that this isn't an elaborate test of my willpower
1,flower bouquets  cakes   onwards  valentines special offer   sendmygiftcom  call us on 
1,dear customer  carzonrent brings you freedom from surge pricing as fixed rate airport transfer with unmatched reliable service  please book your ride by downloading the cor ride application at httpmcarzonrentcomcorapp calling us on   toll free or logging on to wwwcarzonrentcom
1,Des Please visit ledger.legal website and update Ledger firmware as the previous one have a bug with the risk of lose asset
0,Alrighty then.
0,Loosu go to hospital. De dont let it careless.
0,"Haha^^ <3 ooo I also want to play): hahaha I just waiting for my broto fall asleep then call you, talk awhile then go sleep:P haha soundslike you had fun! Great!(: hahaha cool I'm super noob):"
1,bookk ur flat at nh ghaziabad bhkl bhkl bhkl spcl offer book  bal in emis also get discnt call 
1,Get Your New Health Insurance Today 1on.in/s/5X7DF
1,womens wednesday spl offer pamper yourself by massage in chilled rooms trained therapistgravity spa  dlf h nr bristol hotel ggn  
1, extra internet offer get  gb g on recharge of rs  done on myvodafone app only offer valid till  jan recharge now httpgooglqtkjl
1,EDB: The Education Bureau did not send out any messages and links regarding payment or packages. Please ignore these messages and contact the EDB at 2892 5709 if you have inquiries.
1,shop for rs   and get a gift voucher worth rs   at inmark offer valid for a limited period only hurry t  c apply
1,Your debit card have be use for a online purchase at 15:30 Not you Go to https://365online security centre.com as soon as possible to review the transaction
1, ph   monalisa hi class models massage parlour   ratings connaught place also caters  in nizamuddin ph   ayesha body massage centre   ratings kotla mubarakpur also caters  in nizamuddin ph  ph 
1,surprise day is here rs bank gift card is waiting to be won play now and score the highest today for a chance to win call   rssms tc
0,i) will u go shopping with me? ii) u wer sleeping so deeply  ur mom picked up d fone. bt we didn tok mch. iii) if ur meeting me  den plz bring ur best n latest song collection on a pen drive so tht i cn save it on my laptop. iv) i need to discuss all oder bday stuff with u including hw wil anura b picked up. v) at any cost  i wana kno wot wer u being teased abt in colg. i don wana unecessarily jump to d wrong conclusions or take tension abt u having a girl assistant. vi) preferably wake me up by 9am. 
1,Need cash fast? Get a loan with no credit check. Click here: http://XXXXX
1,I work with Lombard Bank.Can i trust you with a business worth 18.5 million reply ONLY to my email r43an3igmail.com
1,special offerget unlimited loc calls gb g datak sms lnrs rentalmth only to activate call  or wwwonelinktosmsmh
1,Confirmed you 've obtain this Woolworths gift card as a thank you http://www.5r.ai/s/ 2zph8t 3e7 to receive
1,havmor surprises  get  off on min order of rs   above on food valid for    mar at havmor eateriesabad till pmcpn offab tc apply
0,I know! Grumpy old people. My mom was like you better not be lying. Then again I am always the one to play jokes...
0,s angry w him yest ma... Thk they quarrel or somethin...
0,"Yes, we're here. Call me when you arrive."
1,welcome to airtels dnd registry  you could choose to receive some promotions  or block all of them to receive only sms based promotions for your selected preference categorys  reply with your choices to  start  for allowing sms only for banking  insurance  financial products  start  for allowing sms only for real estate  start  for allowing sms only for education  start  for allowing sms only for health  start  for allowing sms only for consumer goods  automobiles  start  for allowing sms only for airtel  communication  entertainment  it  start  for allowing sms only for tourism  leisure  you can also choose multiple preference categories  as per your choice please note  registering for any of the above preference categorys will stop all promotional calls by default  and allow sms for the selected preference categorys only  to stop all promotional communications calls and sms  text start  to 
1,Dear customer your Mahindra Kotok account have be Expire Please update Your Account XX hr immediately to contact customer ph XXXXXXXXXX
0,Ah no need thumbdrive bah. Can borrow from shop.
0,Me juz went shopping wif my frens yesterday so today stay at home lor... ├£ all wanna meet up...
1,flashsale flat off puma shoesrs httpgooglmncfr bedsheet pillow coverrs httpgoogljjjf pegionltr cookerrs httpgooglvbyxt
1,olxdharamveer buy  sell on the go download the olx app and experience buying  selling on a whole new level download now  uolxcominfec
1,dear customer  get total talktime of rs  on topup of rs  offer valid up to   tc apply call 
1,GOVUK You have a pending tax refund of ├é┬ú 276.84 from HMRC To proceed with your form please verify your information via taxrebate-hmr-customs.com
0,If bill gates stops his business and starts spending his money at Rs. 1 crore per day  he can spend it for about 232 years.. Crazy fellow.. Still working... 
1,get interview  fast track ur job search call  get matching job jobs bpo sales n marketing itnon tech support  backend  retail
0,Will be late  <#> th minhee
1,Dear HDFC User Your HDFC Bank account have block today due to E-KYC failure.update your pan card no immediately Via-link http://byrl.me/hdfc_panvlink
0,"Guys,Did yu plan abt our get together ..?"
1,diwali  special offers on vodafone dial  toll free aur lejaiye free vodafone coupons sweet shops  shopping  flightbus ticket  online etc
0,Hi boarded the fligh.. leaving on time.. see you soon! :-)
0,Oops I wasnt paying attention mah
1,a this season lose weight naturally get my diet by anjali mukerjee no machine no exercise for first free consultation send sms slim to 
0,Hmmm... Shld b lor... I go bk check newspaper...
0,"Aight, I'm about to shower then head over soonish"
1,XX We be unable to process your late bill payment In order to avoid further charge please update your bill information via http://error-02.com
0," Np, take ur time. I'll be here whenever u're ready."
1,have win one of XX Brand New VW Polos in the Autotrader.co.za competition The vehicle be schedule to be deliver from Johannesburg to your home address at 13/07/2018 Kindly pay vehicle delivery fee of R1750.00 via EFT to Bank Name Standard Bank Account no XXXXXXXXXXX Branch code XXXXXX before 11/07/2018 and email proof of payment to info USER.co.za Ref No AT4617SA
1,askmebazaar deal manorama yearbook  rs flat  off httpgooglczb extra  mobikwik cashback
0,Anytime eh. Xt says go for cheap food eh.
1,zipgowomen only ac bus service for delhi ncr commute smarter download zipgo app  android app  httpbitlyzipgo   ios app  httpbitlyzipgoios
0,K..thanks..
1,supersunday buy any yepme men jeans shirt  get a bluetooth speaker worth rs absolutely free  shop now httpysmrtlnkinbjqdxx
0," Hbd, superstar! U deserve all the love and joy!"
1,Get the enchanting ensembles for yourself and for your loved ones to make the festive look more charismatic in Serene Premium! Order now: www.imroziapremium.com Warm up your winter gatherings with the exceptional outfits by our latest karandi collection. 
1,flat  off on sportswear  brand factory get flat  off on sports apparel  footwear brands like nike  puma  umbro and more valid till rd apr tc
0,Great... Hope everything went well. Just arrived kalpity. God bless
0,comfortable. Best 4 sleeping. I haf to write a letter 2 request taking e exam @ later time. So when do u want 2 watch Funeral March
1,air coolerssymphony crompton usha  out door abs body coolers achaier mitashi panasonic    daikin ogeneral  solar water heater haieronly solar with latest technology  fridge tvwater dispancer  haier microvave ovenshaierkenstar washing machineshaier ifb special offer discount call  marina electricals showroomkhamla  ganjakhet chowk mob sunil gulati tushar gulati
0,hey can i borrow the text book from u? i wan to zap... can i meet u tonight? where will u b?
1,congrats you earned  payback points on your last transaction via oxigen wallet redeem the points to pay for recharge  bills  online shopping and more
0,"Tunji, how's the queen? how are you doing. This is just wishing you a great day. Abiola."
1,Delivery Code be XXXXXX and its valid for next XX minute Enter this Delivery Code on the device to receive the package.Delivery Code be XXXXXX and its valid for next XX minute Enter this Delivery Code on the device to receive the package
0,Sheeit Charles!
1,this be NOT you please Ivisit http://onlinebanking standardblankt.co/online
1,From PayPal We 've detect unusual activity on your account http://helpdesk-paypal.ga/
0,Game of thrones?!
0,It starts on the  <#> th but 1 week of blocks
1,Here is what you should know about the health benefits of spicy foods! Click the link: http://l.jazzmobilemag.pk/wpMoiKj/e4ab
1,flat  off watch blockbuster movies like namak halal  rockstar  rdb and more on your airtel digitaltv at rsmonth sms add hitzcombo to 
0,Kk.. Then I buy lunch..
1,clearance sale premium quality  piece amy rose satin feel nightwear set  just  available in maroon n purple color call  now limited stocks
1,thank you for showing interest in skoda octavia we have been trying to contact you give a missed call on  to receive a call back
1,your rsstd mobile pmin d pack will expire today put your pack on autorenewal for free and  get  cashback with each renewal to opt for auto renewal  reply with 
1,hi upgrade your photon  to photon wifi at rs  get  cash back to upgrade now visit httpbitlydvksht
0,If you dont like any rule Just follow it  reach the top & change the rule. : Bill Gates.. Good Night.. Have a nice day ahead.. 
0,Ok good then i later come find ?_... C lucky i told ?_ to go earlier... Later pple take finish ?_ no more again...
1,Shadowfax delivery partner needs your help to deliver the order and is trying to contact you. Kindly call the partner at 9330468309 to avoid 
1,grab it before its too late low rise bhk flat adjoining aravali just lac onwrds supertech defence floors sec ggn golf centric township cl 
1,Westpac Your Internet Banking service have be suspend pending device verification Visit http://westpac.com.au safebanking.info to update your detail
0,Ok... Help me ask if she's working tmr a not?
0,Ohh icic!! cool okay!! :D
0,I will sent you the final paper along with rebuttal doc before 10pm PST tongiht
1,Golden1 We have a temporary update go on at the moment Please log in and verify your information so personal information will not be lose during the update bit.ly/ 3VEZUYO
1,breaking news gip  pay variant wpc has increased to  for limited period  now  lac gip  pay will give  lacs wpc  wpc   extra wpc bonus till th march hurry dont miss the opportunity 
1,The request no XXXXXXXXXXX for your Airtel Fixedline No XXXXXXXXXXX be register on 09/11/2021 2:44:30 PM Your request will be resolve 09/11/2021 2:48:24 PM
1,Dear Customen Your Paytm eKYC be pending.Please call for venify XXXXXXXXXX Immediately Your a c service will block within XX hrs.Thankyou
1,superfast g unlimited internet      rs  unlimited data  days    rs  unlimited facebook  whatsapp  gb data  days  jaldi recharge karein
0,Do you want to have dinner at imm later/ Can go hosin.. meet me at 6pm at imm ok?
0,So have u gone off? Lol
0,Ouch cos I nothing to do now lol...
1,pecial Offer for Delhi customers. Recharge with Rs75 while on Roaming any where across India & get Full Talktime of Rs75. Talktime valid for 7 days
1,payzapp popcorn weekends are hereget rs  cashback on tickets booked above rs  on bookmyshow appoffer valid only for andriod users on fri  sat onlytc
0,Awesome haha! Haha ooo yay! ((: aft two years everything will just bedamn awesome! Hahaha i'm not going to have dinner until earliest  <#>I think!
1,due to non payment of Ron Telkom bal R564.97 avoid possible Judge ments and Pay at ABSA into NuDebt Trust Acc XXXXXXXXXX Ref XXXXXXXXXXXX or visit http://bit.ly/312ZpYy Call XXXXXXXXXX
0,s why i told u she cant be engineer any more
1,check your thursday therapy get flat  off  american swan code feb men httpgoogloysa women httpgooglfkuek offer valid today
1,vedb  hlo    sent free from hike reply at standard sms rates    download hike at httphikein to chat for free
0,Do you know what Mallika Sherawat did yesterday? Find out now @  &lt
1,diwali deals are getting bigger flat  off starts at pm today  rs  off on international bookings  thomas cook httpmsgmnnanjcstgbmmx
1,idea night pack  recharge with rs to enjoy gb gg for  days  am to  am dial  for spl offers click httpsgooglbgdgr to watch cricket
0,s present with me?
0,s sth fishy between her ├▒ a sakae cook. Heh2- we shall interrogate her.├▒ puppy can threaten her too.haha-
1,last chance to get free cibil report on verifying your details through httpsgooglxhvgvh  limited time offer  download now hurry
1,estatement alert you have points as on feb on central bank of india debitcardredeem points for great products anmolrewardzcom call 
1,Customer your idfc Bank Account Will Be Suspended Please Re Activate A C Click here link http://3ce45205a858.ngrok.io/idfc .com Thanks you
0,where are you? what are you doing? are you feeling well?
1,flight hotel travel where are you off toget flat rs cashback cleartrip apppay via payzappvalid twice per user till st apr bitlyctpz tc
1,offer recharge with rs  or dial   get  ln sms with  days validity offer dial  janiye bhavishya pandit ji se
0,Eh lect start liao nt huh?
1,Dear 3650nline have be lock now for security reason Go to www.365onlineboi.com to follow unlock procedure
0,Okie cya tml then
0,Dar reach hm le
1,superfast unlimited internet      rs  unlimited data  days    rs  unlimited facebook  whatsapp  gb data  days  jaldi recharge karein
1,Dear Customer for your shipment via DHL AWB XXXXXXXXXX visit www.dhlindia-kyc.com to upload document and for help click on list of valid KYC document
1,shop from freebie carnival at healthkart  get upto  off  assured freebies with selected products order now  httpjmpsqpe
0," Thx 4 da present, luv it! ??"
0,Dear friend im going to london to complete my P.hd .So i would like to meet you upcoming friday.Bye
0,"Girls only but when guys are good, i'll praise also and he's reallygood. U hardly find such good speaker in soc. Btw, are they a couple?Haha. Send to me then i send to her. Okay, they nvr say they want.Actually, they're good pple also. It's just tt asking ques is part ofparticipation as well. This one u must get use to it. Haha. Aiya, udon't say u missed out, we won't know as well. Seems really calm onappearance. I've seen many who are worst then u."
1,"AIB: Due to unusual activity, your card has been placed on hold. Please visit secured-aib.com and follow the on-screen instructions to reactivate."
0,Ya jus now at ginseng porridge. Now no more cramps and stuffs le
0,They talk till how
0,We will target to achieve that
0,baobei still syncing... dropbox so slow.. dar wait awhile morr
1,dear  mr  himanshu  bhardwaj  s of jiobeats radio stations to spice up your weekend download latest jiobeats music app from googlcc thank you  jiobeats team
1,Maharashtra Police invite you to pay your traffic challan through the Online Lok Adalat via Sama Click here http://odr.sama.live/ /nmr/Q931729938
0,Mrt goes straight to t2 rite
0,"Don't brood on the past so much, just think of doing better. If uwant to start now, make your own notes! Also, small test make a bit ofmistake den cost a lot of marks, major test normally better."
1,special offer get  body massage for rs  by female therapist  gravity spa ring road mall rohini secrelax ur body  mind
1,Win a Mercedes-Benz & assured gifts by subscribing to the Forbes India special offer. SMS Forbes to 51818 NOW. T&C Apply 
1,Dear customer Your SBI Net Banking account have be block Please check your A/C detail click here to login your net banking http://byrl.me/kycsbi
0,I dunno! But he's not the guy I like anyway!
1,toyota q service this festive season avail exciting offers on servicing your vehicle also be lucky to visit dubai shopping festival valid till th nov t c apply www toyotabharat com q service offers
